"","region_1","zonation"
"HSP90AA1",0.914309966800762,0.111097295577369
"C14orf2",1.46673018093242,-0.000345737288766092
"SRP14",1.20322395137785,0.00925725913980541
"IVD",1.2566798843285,-0.0161352769927122
"GCHFR",1.46673018093242,0
"PDIA3",0.986901575547832,0.0414019246933975
"SERF2",2.67487566297734,0.125668112770075
"B2M",3.12578660786895,0.104761712889172
"SORD",1.79952186976399,0.114472631886473
"GATM",3.12694385927273,-0.436271149825484
"SLC27A2",1.14351672079702,0.0459070860765402
"AQP9",1.21651327048495,0.223473565041084
"RPS27L",0.970326888566564,0.06633563284111
"PPIB",0.954476580644311,0.0942631773674928
"RPL4",2.17525681435836,4.46682414926705e-07
"RPLP1",3.20391770480605,0.0129584955655871
"ETFA",1.14279234173801,-0.0393662576449528
"MTHFS",1.20653010084793,-0.106934140656578
"FAH",1.68232817770342,-0.00434620150594194
"ABHD2",1.38714211390025,0.000985191227506192
"ANPEP",1.95208570488818,-0.0122913710009825
"IDH2",1.63476016463392,0.000388248889884795
"FURIN",1.88023925679603,-0.0739037300367908
"PCSK6",1.70704942456557,-0.54724570659228
"HAGH",1.53273027233525,0.0223152682381868
"NDUFB10",1.02120105110615,0.0128113579161507
"RPS2",2.71263613500368,-0.00951788562811006
"SLC9A3R2",1.61560370724159,0
"NTHL1",0.87045304414219,0.591332712763404
"ECI1",0.829881489357788,0.0628047469152946
"SRRM2",1.31598217396847,0
"TCEB2",1.83307618466738,0
"IL32",1.24266618616238,-0.0134997825286279
"ABAT",1.5017161646511,0.00184359323780584
"ABCC6",0.90731350851566,-3.41283804160922e-07
"RPS15A",2.90781775273909,0.000563905046855278
"ACSM5",1.03334026861747,0.0114430775405291
"ACSM2A",1.63361006303814,-6.54700674939408e-06
"ACSM2B",1.80260086049866,0.012356882227614
"NUPR1",1.43471012696976,0
"SULT1A1",0.876320182427424,0.00505941845513993
"TUFM",1.17007457741531,-0.00466547286523702
"SEPHS2",1.25484327457236,0
"VKORC1",1.0392074069027,0.0328978118034995
"GPT2",1.63919563410387,0
"LONP2",1.12363588434568,-0.046481159162106
"CES1",3.44639608608864,0
"MT2A",4.857682820497,-0.168865033765587
"MT1E",3.98610083313954,-0.0114484705254126
"MT1M",1.70333833415464,0.01701289361586
"MT1F",1.74114252298439,0.0921432442985524
"MT1G",3.64640171622993,0
"MT1H",1.18037718517049,0
"MT1X",3.59039274136679,-0.0300260233256275
"GOT2",1.49699912796164,-0.145290999316841
"CES2",1.88043782059738,0.00447304438738931
"LCAT",1.01305449122527,0.153944339577765
"TAT",3.52465807128436,-0.000430600120793621
"HP",6.26717227336037,-0.0153075985901405
"HPR",2.15872584418049,0.249128084328438
"COX4I1",2.13884500772914,-0.0629290237353314
"RPL13",3.37050230180973,0.00340805048161378
"SERPINF2",3.19562344298479,0
"SERPINF1",2.31998429866557,0.0134621602448918
"CLUH",1.14494838961231,0
"TM4SF5",1.04991495559874,0.0129594467048731
"PFN1",1.71918864207689,0
"SLC13A5",2.41517696295539,-0.0101599050660679
"ASGR2",2.61120711993522,-0.113146967522885
"ASGR1",2.62121295433004,0
"ACADVL",2.83342910170833,0.000467790213497679
"TMEM256",1.00718735294003,0.165716068675016
"EIF4A1",1.64107011475866,-0.0108905713379515
"SAT2",1.69263078545861,-0.0347901599418274
"PER1",1.5238764226981,-0.0557390887209325
"RPL26",2.30900884199292,-0.0293076525953312
"UBB",2.65558707025519,0.170564584839378
"PEMT",1.77006280461648,-0.267015101769287
"SHMT1",1.3827066444303,0
"ALDH3A2",1.30680888621315,0.0814383392915969
"VTN",4.55607871250067,-0.00835604727522752
"RPL23A",2.20847996268479,-0.00460559831405809
"PIPOX",1.39413857218535,-0.0563129779315461
"CISD3",1.12837370263104,0
"RPL23",1.63755758814908,0.254719058039499
"RPL19",2.5569353521489,0.105300046398201
"ORMDL3",0.947480122359209,0.00299847546628491
"IGFBP4",2.56947683005403,-0.0686818514229772
"EIF1",2.39946665061144,-0.0275061273271883
"G6PC",2.23684437149872,-0.0682507761221277
"RPL27",1.92903256154132,0
"TOB1",1.21393150007388,0.0108321131937693
"SNORA76",1.5511586583754,-0.170503103525924
"DDX5",1.28869993829116,-0.00975265240696626
"APOH",4.42654135552674,0.00507439663745229
"RPL38",2.09283345291237,0.000225555987300154
"GPRC5C",1.0392074069027,0
"H3F3B",1.03334026861747,-0.00110117274572214
