Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
Inhbe,0.421124445,0.396814988,0.361311759,0.356579624,0.328593837,0.313574284,0.294603365,0.269410957,0.275376179,4.04E-140,1.60E-138,0.408969717,0.340014876,0.279796834,CV
Uqcrfs1,3.359560715,3.47635537,3.536724019,3.66497108,3.777828707,3.787222784,3.912500527,3.942571672,4.004221737,5.14E-139,2.04E-137,3.417958043,3.691686648,3.953097979,PV
Glt1d1,0.257711205,0.213636771,0.199151192,0.171033415,0.156827795,0.165716666,0.144815623,0.146750385,0.144973355,7.70E-138,3.03E-136,0.235673988,0.173182267,0.145513121,CV
Mat1a,9.680889724,10.02946272,10.21301635,10.61307447,10.60177179,10.49842187,10.71701626,10.66010236,10.87670813,8.19E-138,3.22E-136,9.855176222,10.48157112,10.75127558,PV
Ces2a,5.605083319,5.418577366,5.446164585,5.088361411,4.948232817,4.979495718,4.920591485,4.918991555,4.82571872,1.62E-137,6.37E-136,5.511830343,5.115563633,4.88843392,CV
C8b,2.683843576,2.951085762,3.222175336,3.181210285,3.156811598,3.222061698,3.275433236,3.288127845,3.286385728,4.53E-137,1.78E-135,2.817464669,3.195564729,3.283315603,PV
Pklr,0.301598282,0.339086327,0.356323244,0.392075469,0.398614004,0.416477054,0.438081422,0.471415481,0.475870864,5.50E-136,2.14E-134,0.320342305,0.390872443,0.461789256,PV
Gadd45g,0.082265919,0.092074938,0.107705736,0.113918596,0.113705232,0.137320453,0.158572464,0.154264876,0.188252552,7.70E-136,2.99E-134,0.087170429,0.118162504,0.167029964,PV
Spc24,0.333753077,0.308876131,0.29335116,0.285070947,0.261889283,0.245235588,0.217449103,0.196225234,0.191186136,8.96E-136,3.47E-134,0.321314604,0.271386745,0.201620158,CV
Bsg,5.144087862,4.87503425,4.714327965,4.718457626,4.593555232,4.48664401,4.481954828,4.572402297,4.589070951,1.13E-135,4.38E-134,5.009561056,4.628246208,4.547809359,CV
Apob,19.82446089,19.95813565,19.99270112,20.16454061,20.08786493,20.60963273,20.8535808,21.14358621,21.12492008,3.91E-135,1.51E-133,19.89129827,20.21368485,21.0406957,PV
Selenos,1.057179404,0.962920174,0.992420627,0.960104305,0.878354785,0.852145686,0.823809118,0.792351191,0.761347299,3.86E-134,1.49E-132,1.010049789,0.920756351,0.792502536,CV
Mup12,8.19564067,8.474277972,8.709200002,8.753570532,9.017364129,9.15360922,9.038364345,8.788969682,8.168419145,5.11E-134,1.96E-132,8.334959321,8.908435971,8.665251057,MZ
Ppara,0.384373297,0.35428572,0.418379933,0.404719524,0.297828574,0.290633842,0.267024099,0.248124027,0.245367867,1.07E-133,4.10E-132,0.369329509,0.352890468,0.253505331,CV
Mmd,1.371049917,1.368086708,1.286102533,1.248801446,1.201280757,1.175674029,1.103645145,1.075580996,1.029891384,1.60E-133,6.12E-132,1.369568313,1.227964691,1.069705842,CV
Mpc2,4.229443358,4.165569752,4.439742641,3.982227316,3.875229953,3.804772493,3.702860007,3.633880042,3.562528545,2.20E-133,8.41E-132,4.197506555,4.025493101,3.633089531,CV
Ugt2b5,17.87301221,17.41475594,17.1312273,16.75829395,16.61835869,16.59617812,16.67672343,16.7033046,16.62725553,2.38E-132,9.06E-131,17.64388408,16.77601452,16.66909452,CV
Fbxo21,0.496841376,0.458067438,0.443330238,0.414968129,0.395991294,0.37129714,0.351165012,0.333033288,0.323144444,2.31E-131,8.74E-130,0.477454407,0.4063967,0.335780915,CV
Paxx,0.169386431,0.185148782,0.190759744,0.219286659,0.247921531,0.249915489,0.272111899,0.296926019,0.324429963,3.87E-131,1.46E-129,0.177267607,0.226970856,0.297822627,PV
Xbp1,1.674825714,1.74901018,1.744605827,1.724129268,1.856420648,1.904534393,1.92995596,1.994122917,2.046924883,1.23E-130,4.64E-129,1.711917947,1.807422534,1.990334587,PV
Gne,0.807641754,0.786517328,0.811851638,0.734353741,0.687950174,0.642647706,0.634744335,0.62084612,0.585961755,9.79E-130,3.68E-128,0.797079541,0.719200815,0.613850737,CV
Pnpla7,2.343862438,2.447316288,2.455787942,2.556841085,2.629717113,2.748067536,2.759934173,2.819557448,2.842031509,3.81E-129,1.43E-127,2.395589363,2.597603419,2.807174377,PV
Ces1e,2.134932937,2.365998221,2.596906384,2.546462361,2.480168795,2.486821587,2.312733769,2.232353032,2.034348065,6.13E-129,2.29E-127,2.250465579,2.527589782,2.193144955,MZ
Qprt,0.863511097,0.928713236,0.980774425,1.032672568,1.041639645,1.079778847,1.136365894,1.126210813,1.16674852,1.27E-128,4.73E-127,0.896112167,1.033716371,1.143108409,PV
Cish,0.325999316,0.354255574,0.439911225,0.394859563,0.427326903,0.461372124,0.478047588,0.491406452,0.51242743,1.29E-128,4.81E-127,0.340127445,0.430867454,0.49396049,PV
Acsm3,0.712440458,0.672171207,0.624926079,0.585682211,0.561257913,0.57011405,0.548007815,0.521282865,0.511610819,1.19E-127,4.41E-126,0.692305833,0.585495063,0.526967166,CV
F10,3.632894405,3.875633288,3.996604092,4.094487983,4.150077054,4.196039569,4.186347059,4.254552317,4.358088357,1.26E-127,4.66E-126,3.754263847,4.109302175,4.266329244,PV
Mettl7a1,2.733532445,2.615092969,2.497460166,2.453496993,2.386576048,2.350301356,2.308054654,2.305480875,2.267594249,4.66E-127,1.72E-125,2.674312707,2.421958641,2.293709926,CV
Atf5,0.7484388,0.832071999,0.873734024,0.937075406,0.979957445,0.991091897,0.989857566,1.000753725,1.000271373,5.23E-127,1.93E-125,0.7902554,0.945464693,0.996960888,PV
Iigp1,2.141822332,2.334161306,2.395142338,2.519674019,2.698635451,2.630376344,2.609814432,2.587953822,2.542711292,6.39E-127,2.35E-125,2.237991819,2.560957038,2.580159849,PV
Lamp1,8.679029464,8.823185542,9.620316023,9.018916109,9.013191465,9.319609161,9.415508706,9.467485347,9.577599273,1.03E-126,3.76E-125,8.751107503,9.24300819,9.486864442,PV
Slc16a2,0.859608771,0.865463418,0.829428729,0.850987247,0.778662572,0.735844192,0.683313871,0.682651715,0.647142818,2.89E-126,1.06E-124,0.862536095,0.798730685,0.671036135,CV
Pir,0.311792556,0.295502924,0.293272249,0.273989099,0.26240298,0.244533946,0.219381475,0.211928148,0.197626784,5.64E-126,2.06E-124,0.30364774,0.268549569,0.209645469,CV
Psmd14,0.603192731,0.566486154,0.524055563,0.497604653,0.496078818,0.446200128,0.439043547,0.449468672,0.422177717,7.36E-126,2.69E-124,0.584839443,0.490984791,0.436896645,CV
Nat8f1,4.814501041,5.027664599,5.173851098,5.39370119,5.389183957,5.489174633,5.45173927,5.474431205,5.551492282,6.64E-124,2.40E-122,4.92108282,5.36147772,5.492554252,PV
Aspscr1,0.349282824,0.322192797,0.298813733,0.266268011,0.25669508,0.246920317,0.247448005,0.218058301,0.22229594,8.59E-123,3.09E-121,0.335737811,0.267174285,0.229267415,CV
Tubb4b,0.732326461,0.66558077,0.639932483,0.605977626,0.592150304,0.552821284,0.552598014,0.52840351,0.531598407,1.06E-122,3.80E-121,0.698953616,0.597720424,0.53753331,CV
Psmb1,2.193780277,2.131683609,2.041555527,1.991425432,1.984136415,1.872902103,1.860333259,1.801184013,1.798476004,1.93E-122,6.90E-121,2.162731943,1.972504869,1.819997759,CV
Obp2a,0.010786494,0.010989392,0.016477536,0.013616873,0.015320197,0.01697868,0.021930765,0.029751234,0.046986712,4.38E-122,1.57E-120,0.010887943,0.015598322,0.03288957,PV
Adhfe1,1.277149849,1.212455301,1.129557969,1.074030945,1.006900963,1.03851344,0.981394821,1.031739405,1.030476061,9.36E-122,3.34E-120,1.244802575,1.062250829,1.014536762,CV
Ppa1,2.122528707,2.148418371,2.219302522,2.293964581,2.332229742,2.380556728,2.433227939,2.536065511,2.587317297,1.32E-121,4.69E-120,2.135473539,2.306513393,2.518870249,PV
Pex11a,0.432369976,0.414123949,0.375994337,0.34043793,0.329191679,0.313854093,0.311710874,0.294868841,0.27770151,1.87E-121,6.65E-120,0.423246963,0.33986951,0.294760408,CV
Atox1,4.969632448,4.855502895,5.068283791,4.605689494,4.509924444,4.4461515,4.312473791,4.338734132,4.269684708,1.60E-119,5.67E-118,4.912567672,4.657512307,4.30696421,CV
Acaca,0.248309264,0.276547301,0.283478995,0.312314078,0.326770754,0.349913941,0.366552144,0.374408063,0.395929433,5.40E-118,1.90E-116,0.262428283,0.318119442,0.378963213,PV
Mafb,0.559547066,0.648272297,0.594806617,0.629778722,0.648736609,0.698251263,0.728329061,0.761934915,0.752376531,3.17E-117,1.11E-115,0.603909682,0.642893303,0.747546836,PV
Gfra1,0.674510934,0.689993996,0.684299438,0.642711949,0.588887283,0.561240401,0.5473865,0.525413216,0.515091776,5.15E-117,1.80E-115,0.682252465,0.619284768,0.529297164,CV
Ccdc107,0.818989061,0.763327848,0.722964802,0.69996078,0.681006487,0.645526409,0.614227882,0.591735381,0.602339396,3.77E-115,1.31E-113,0.791158455,0.68736462,0.602767553,CV
Slc25a3,3.37585756,3.444329361,3.479059509,3.63830058,3.837859771,3.748519768,3.829668072,3.892072964,3.876419096,1.64E-114,5.68E-113,3.410093461,3.675934907,3.866053377,PV
Aox1,0.428604677,0.444084112,0.391300269,0.354726318,0.366394713,0.351483154,0.331647447,0.322778105,0.322025283,1.82E-113,6.28E-112,0.436344395,0.365976114,0.325483612,CV
Cmah,0.620145841,0.655882784,0.705392916,0.795348006,0.767539392,0.802785752,0.81305398,0.831795103,0.851967119,3.23E-113,1.11E-111,0.638014313,0.767766517,0.832272067,PV
BC004004,1.182728715,1.149855113,1.088549966,1.103650178,1.041295115,0.994600483,0.964228068,0.96186896,0.940523633,4.30E-113,1.48E-111,1.166291914,1.057023936,0.95554022,CV
Arhgef19,0.209455672,0.196517857,0.179080503,0.172170198,0.157739888,0.142843475,0.132909957,0.129113515,0.129906051,4.26E-112,1.46E-110,0.202986765,0.162958516,0.130643174,CV
Htatip2,0.533911672,0.502406504,0.485595352,0.469429043,0.582639582,0.416902144,0.389575338,0.395478399,0.375515432,4.41E-111,1.50E-109,0.518159088,0.48864153,0.38685639,CV
Asgr1,7.674016076,7.526156609,7.701123562,7.329804217,7.30910915,7.168087368,7.113858253,7.046938448,6.799080273,5.22E-111,1.78E-109,7.600086343,7.377031074,6.986625658,CV
Cox5a,4.079799771,4.204216405,4.281515163,4.360422648,4.461493852,4.649110406,4.60115569,4.595985554,4.649560029,6.15E-111,2.09E-109,4.142008088,4.438135517,4.615567091,PV
Rps2,7.075010899,7.23438936,7.113691469,6.986024545,7.053337555,6.787276366,6.641232475,6.533612162,6.397004472,7.23E-111,2.46E-109,7.15470013,6.985082484,6.523949703,CV
Inhbc,0.77942445,0.806044675,0.705019821,0.697881365,0.680816643,0.632783454,0.633760116,0.600473982,0.568770277,1.92E-110,6.53E-109,0.792734563,0.679125321,0.601001458,CV
Coq8a,1.81962706,1.831429173,2.178112209,1.740105378,1.614634309,1.61596348,1.542019405,1.545750706,1.485896784,3.23E-110,1.10E-108,1.825528117,1.787203844,1.524555632,CV
Abcd3,3.423340053,3.331693566,3.275460562,3.158956518,3.149754699,2.980789164,3.010523631,2.91999179,2.913412919,3.71E-110,1.26E-108,3.37751681,3.141240236,2.947976113,CV
Keg1,1.143802714,1.302546239,1.360131045,1.383331646,1.417594931,1.440957967,1.458629464,1.470285438,1.485803346,3.74E-110,1.27E-108,1.223174477,1.400503897,1.471572749,PV
Psma4,0.753593479,0.730152883,0.686376915,0.671603834,0.626847459,0.603175826,0.591933628,0.59826757,0.569641651,4.78E-110,1.62E-108,0.741873181,0.647001009,0.586614283,CV
Agmat,1.049345406,1.087004457,1.121073405,1.080526004,0.999566909,0.982668939,0.91428638,0.883590551,0.848732972,8.15E-110,2.75E-108,1.068174932,1.045958814,0.882203301,CV
C8g,7.520990968,7.784796177,8.095827918,8.180630569,8.361062289,8.293666807,8.450314792,8.337484228,8.36060536,9.35E-110,3.15E-108,7.652893573,8.232796896,8.38280146,PV
Azgp1,11.90089869,12.26291853,12.67374095,12.58549844,12.55284596,12.68773252,12.81237109,12.89753821,13.17570341,1.42E-109,4.77E-108,12.08190861,12.62495447,12.9618709,PV
Ppm1k,0.538947218,0.491422458,0.473010492,0.454596821,0.411969089,0.399187001,0.408613796,0.380376297,0.381729052,1.82E-109,6.11E-108,0.515184838,0.434690851,0.390239715,CV
Pglyrp2,0.580731474,0.614689332,0.658594192,0.715463264,0.696580558,0.745133718,0.747578895,0.771812239,0.785815751,6.83E-109,2.28E-107,0.597710403,0.703942933,0.768402295,PV
Kng1,18.3232151,18.74901492,19.31437874,19.49643668,19.53479268,19.51762268,19.65345919,19.55351929,19.70402944,8.22E-109,2.74E-107,18.53611501,19.4658077,19.63700264,PV
Nav2,0.227442533,0.233882265,0.219002887,0.199298472,0.192493092,0.184001468,0.170947932,0.144319372,0.132350684,1.01E-108,3.36E-107,0.230662399,0.19869898,0.149205996,CV
Slc13a2,0.032075262,0.04428104,0.056774726,0.060252167,0.072331805,0.08964377,0.08948201,0.105577848,0.095750937,1.09E-108,3.63E-107,0.038178151,0.069750617,0.096936932,PV
Akr1c12,1.037153867,0.998469673,0.959284007,0.904086001,0.892713252,0.858541253,0.841798004,0.830790547,0.79491154,8.51E-108,2.82E-106,1.01781177,0.903656128,0.82250003,CV
Fitm2,0.405697612,0.357159028,0.312933656,0.309396211,0.28192348,0.296086023,0.275799322,0.278082027,0.275978316,1.03E-107,3.40E-106,0.38142832,0.300084843,0.276619888,CV
Cox4i1,7.89752219,8.158302633,8.265333981,8.472217481,8.582847709,8.61998621,8.686015433,8.724680333,8.704273402,1.15E-107,3.81E-106,8.027912412,8.485096345,8.704989723,PV
Sdha,3.1344375,3.121314645,3.103173617,3.111246849,3.178002714,3.333744377,3.431616135,3.462927637,3.545346408,1.41E-107,4.64E-106,3.127876073,3.181541889,3.479963393,PV
Ifitm3,2.758389553,2.889249731,3.114305918,3.158497553,3.150631722,3.18917042,3.314849217,3.205484854,3.228918947,2.06E-107,6.78E-106,2.823819642,3.153151403,3.249751006,PV
Sdr9c7,0.174054729,0.209500789,0.219718209,0.273763068,0.257590662,0.27168993,0.284332347,0.288863449,0.29734389,5.84E-107,1.92E-105,0.191777759,0.255690467,0.290179895,PV
Tars,0.59930228,0.646768454,0.678730785,0.710767567,0.746620432,0.786259926,0.790684882,0.826836763,0.81438243,1.86E-106,6.10E-105,0.623035367,0.730594678,0.810634692,PV
Cpn2,3.202889132,3.349927469,3.319120435,3.573748511,3.520928166,3.594374789,3.682420298,3.718031057,3.747418852,2.37E-106,7.77E-105,3.276408301,3.502042975,3.715956736,PV
Fuom,0.414806979,0.443370641,0.448359321,0.489733863,0.547673111,0.551338923,0.555273109,0.597552636,0.583869521,4.99E-106,1.63E-104,0.42908881,0.509276305,0.578898422,PV
Ctsz,2.469924752,2.571936454,2.688882095,2.761409107,2.81200972,2.838967742,2.946474729,2.926978879,2.880575252,1.05E-105,3.42E-104,2.520930603,2.775317166,2.91800962,PV
Sdr42e1,0.740447469,0.69703326,0.669012848,0.69455218,0.634702491,0.62302557,0.595997142,0.579025365,0.511985225,2.32E-105,7.57E-104,0.718740365,0.655323272,0.562335911,CV
Sqstm1,5.169581304,5.085959875,4.971599367,4.933688242,4.897918333,4.787405109,4.720057764,4.596398142,4.556423244,4.34E-105,1.41E-103,5.12777059,4.897652763,4.62429305,CV
Pdilt,0.091514915,0.080956533,0.075772857,0.060855829,0.060522329,0.048346243,0.047230386,0.046281483,0.035572023,4.87E-105,1.58E-103,0.086235724,0.061374315,0.043027964,CV
Gstk1,1.593902412,1.461233083,1.379435875,1.294329813,1.253247774,1.275935834,1.287986197,1.308622418,1.336183253,6.88E-105,2.23E-103,1.527567748,1.300737324,1.310930623,CV
Krt8,1.318053348,1.241128857,1.215377073,1.148141287,1.164306826,1.091897929,1.077280744,1.072025408,1.115090423,2.39E-104,7.75E-103,1.279591103,1.154930779,1.088132192,CV
Plg,16.68778337,16.97395596,17.28663352,17.0023978,17.25531909,16.18971257,16.11486819,15.88706654,15.75235092,2.69E-104,8.71E-103,16.83086967,16.93351575,15.91809522,MZ
Abcb11,3.11428484,3.21175215,3.376384184,3.522900507,3.519663632,3.531025535,3.552052644,3.650777867,3.738365162,9.79E-104,3.15E-102,3.163018495,3.487493465,3.647065224,PV
Habp2,1.161396283,1.075761187,1.036177945,0.977737274,0.968216487,0.965234935,0.941162834,0.907493283,0.900051136,5.25E-103,1.69E-101,1.118578735,0.98684166,0.916235751,CV
Selenoi,0.221227242,0.205199522,0.189347832,0.180147069,0.170060162,0.154068345,0.148180283,0.133785649,0.125624644,3.09E-102,9.89E-101,0.213213382,0.173405852,0.135863525,CV
Slc25a15,1.95734957,2.035628942,2.099068505,2.176212079,2.240507964,2.24164785,2.276065687,2.363488602,2.367944887,5.56E-102,1.78E-100,1.996489256,2.1893591,2.335833059,PV
Kmo,1.53729084,1.584452849,1.574635857,1.658145529,1.667027234,1.727943037,1.748565107,1.816993501,1.893306345,8.32E-102,2.65E-100,1.560871845,1.656937914,1.819621651,PV
Mocs1,0.632991446,0.619152039,0.587949967,0.566571082,0.513251853,0.525926218,0.506366162,0.493491109,0.48202844,2.02E-101,6.42E-100,0.626071743,0.54842478,0.493961904,CV
Psmd4,1.113880812,1.075178585,0.994439459,1.004717503,0.980218283,0.948552662,0.91219141,0.89593699,0.871744615,2.28E-101,7.22E-100,1.094529699,0.981981977,0.893291005,CV
Tle1,0.550704159,0.525929091,0.504192775,0.494437197,0.46483043,0.445565353,0.418178427,0.421644293,0.40167281,5.82E-101,1.84E-99,0.538316625,0.477256439,0.413831843,CV
Akr1d1,1.243160933,1.180667397,1.151750824,1.33972577,1.064265559,1.049950999,1.014883424,1.004840564,1.002420642,2.73E-100,8.61E-99,1.211914165,1.151423288,1.007381543,CV
Cyb5r3,2.102824106,2.136366177,2.185801056,2.301330622,2.359920231,2.410840432,2.46068754,2.440091827,2.441276837,4.31E-100,1.36E-98,2.119595142,2.314473085,2.447352068,PV
Ndufa5,1.805758155,1.88964057,1.957268537,1.996085474,2.100102623,2.145451505,2.159593297,2.167513435,2.174559477,7.02E-100,2.21E-98,1.847699363,2.049727035,2.16722207,PV
Abcb6,1.013560054,0.938055622,0.932135149,0.879693061,0.879310073,0.843325836,0.811591256,0.783296396,0.787930178,1.41E-99,4.44E-98,0.975807838,0.88361603,0.79427261,CV
Lactb,0.629078215,0.604095797,0.560626119,0.563466068,0.597481762,0.501962303,0.481332806,0.466553945,0.450970304,2.04E-99,6.39E-98,0.616587006,0.555884063,0.466285685,CV
Slc22a18,1.573581707,1.487890347,1.523997892,1.470510084,1.335818367,1.323199475,1.299216282,1.302349163,1.298753807,2.81E-99,8.80E-98,1.530736027,1.413381455,1.300106417,CV
Lpcat3,0.982138244,0.959831706,0.948780531,0.883488423,0.911191385,0.792001345,0.845243098,0.792016427,0.770966419,4.50E-99,1.41E-97,0.970984975,0.883865421,0.802741981,CV
Srebf1,0.852116176,0.897216609,0.93848213,0.94462039,1.02165838,1.060456587,1.063708983,1.063246257,1.081762373,9.40E-99,2.92E-97,0.874666393,0.991304372,1.069572538,PV
Atp5j2,5.938464987,6.080389211,6.222831741,6.364964959,6.526279984,6.597614095,6.598307361,6.684484178,6.660313744,1.84E-98,5.70E-97,6.009427099,6.427922695,6.647701761,PV
Cyp2d26,13.48399698,12.85257503,12.48549132,12.42621555,12.48678403,12.77380707,12.89468891,12.96059479,12.90992344,2.77E-98,8.57E-97,13.16828601,12.54307449,12.92173571,CV
Smim4,0.558716056,0.520784181,0.509596993,0.453137727,0.451852456,0.440398459,0.438375576,0.388409674,0.38912352,2.94E-98,9.07E-97,0.539750119,0.463746409,0.405302923,CV
Akip1,0.335607161,0.282216777,0.25942369,0.243852897,0.240508716,0.240555924,0.228610244,0.210164686,0.209209307,3.09E-98,9.53E-97,0.308911969,0.246085307,0.215994746,CV
Gss,0.512674,0.510460802,0.550909034,0.573018715,0.591906723,0.632535967,0.652616516,0.689053615,0.705322096,9.65E-96,2.93E-94,0.511567401,0.58709261,0.682330742,PV
Pxdc1,0.6998497,0.654973767,0.638250305,0.610125595,0.557373205,0.562598467,0.53131869,0.547152804,0.502431579,3.55E-95,1.08E-93,0.677411734,0.592086893,0.526967691,CV
Ldha,6.14704154,5.852719141,5.782546095,5.780764442,5.714243647,5.688055218,5.543964367,5.49252916,5.362976916,6.18E-95,1.87E-93,5.999880341,5.741402351,5.466490148,CV
Bfar,0.624011672,0.60305811,0.561394431,0.553928335,0.514484272,0.494923382,0.455962985,0.463197927,0.471557554,1.75E-94,5.28E-93,0.613534891,0.531182605,0.463572822,CV
Nsdhl,0.592316295,0.597327115,0.526421885,0.509601046,0.472144446,0.459567651,0.436030009,0.439252548,0.430457537,6.97E-93,2.10E-91,0.594821705,0.491933757,0.435246698,CV
Nqo2,0.74423371,0.744436789,0.687664319,0.667004909,0.630717984,0.620325862,0.604846091,0.614919233,0.566786643,7.30E-93,2.19E-91,0.74433525,0.651428269,0.595517322,CV
Kyat1,1.017785824,1.140355009,1.223484511,1.242765655,1.256386955,1.285518686,1.3204538,1.313460286,1.336795547,7.94E-93,2.38E-91,1.079070417,1.252038952,1.323569878,PV
Nat8,0.432334745,0.379858117,0.387331375,0.35917683,0.34348732,0.304224786,0.292811886,0.273760965,0.285075346,1.62E-92,4.85E-91,0.406096431,0.348555078,0.283882732,CV
Pon3,0.540753588,0.500757696,0.478765217,0.465615169,0.430641558,0.420770839,0.416785622,0.409209935,0.407283041,2.11E-92,6.29E-91,0.520755642,0.448948196,0.411092866,CV
Clcn2,0.266898056,0.248199671,0.237723193,0.21354277,0.21280645,0.196741264,0.181728193,0.188515843,0.177565061,6.08E-92,1.81E-90,0.257548864,0.215203419,0.182603032,CV
